application,source_ip,source_hostname,destination_ip,destination_hostname,port,protocol,bytes_in,bytes_out,timestamp,behavior,info,archetype
XECHK,10.164.144.9,,10.164.75.158,,,HTTP,4619711,4018602,2025-09-17T14:18:02.613704,Network,HTTP,Web + API Headless
XECHK,2001:0db8:6ff1:771f:0d96:65ce:8f3e:2ce9,,2001:0db8:e5fe:8e6f:0353:51be:4643:c41a,,,HTTP,4411048,2090202,2025-09-17T14:18:02.613704,Network,HTTP,Web + API Headless
XECHK,10.164.105.254,,10.100.160.183,,,HTTPS,4065986,2886167,2025-09-17T14:18:02.613704,Network,HTTPS,Web + API Headless
XECHK,10.165.116.83,,10.164.152.47,,,UDP,2356834,491698,2025-09-17T14:18:02.613704,Network,UDP,3-Tier
XECHK,2001:0db8:ef1d:1bbc:3263:1f08:772c:b701,,2001:0db8:37f2:7f4f:6218:6163:3344:51ba,,,UDP,2023136,2235990,2025-09-17T14:18:02.613704,Network,UDP,3-Tier
XECHK,10.164.105.196,,10.164.104.57,,,HTTP,1457402,1477436,2025-09-17T14:18:02.613704,Network,HTTP,Web + API Headless
XECHK,10.164.145.152,,10.164.105.189,,,HTTPS,2950323,4762004,2025-09-17T14:18:02.613704,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:e8f6:920c:d894:f92c:6060:48c1,,2001:0db8:97ea:6f76:1df1:1f35:9e3c:fc05,,,UDP,318662,757333,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,10.164.105.60,,10.164.104.6,,,TCP,1690205,1094825,2025-09-17T14:18:02.614702,Network,TCP,3-Tier
XECHK,10.164.205.184,,10.164.105.217,,,TCP,1239298,4921034,2025-09-17T14:18:02.614702,Network,TCP,3-Tier
XECHK,2001:0db8:7d12:bd32:91e9:50c4:38ca:4886,,2001:0db8:0401:9948:3509:44c1:2522:bad2,,,TLS,3318696,4916064,2025-09-17T14:18:02.614702,Network,TLS,3-Tier
XECHK,10.164.144.87,,10.164.105.35,,,ICMP,4087129,2661766,2025-09-17T14:18:02.614702,Network,ICMP,3-Tier
XECHK,10.164.144.182,,10.164.105.178,,,HTTPS,2993469,1872849,2025-09-17T14:18:02.614702,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:ea19:a1e1:2524:04c4:c1bb:59c7,,2001:0db8:2582:6d22:87c8:43d1:96ca:9d17,,,UDP,15281,4805486,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,10.164.145.218,,10.164.105.248,,,UDP,2669596,1853203,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,10.164.144.240,,10.164.105.85,,,UDP,2680516,1408541,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:abe7:2d6d,,2001:0db8:a0dc:7a35:87fe:caa4:5d5:e4ac,,,TLS,2093500,568903,2025-09-17T14:18:02.614702,Network,TLS,3-Tier
XECHK,10.164.145.66,,10.164.98.185,,,HTTP,3520506,1395547,2025-09-17T14:18:02.614702,Network,HTTP,Web + API Headless
XECHK,10.164.77.127,,10.164.105.90,,,TCP,4849280,1892525,2025-09-17T14:18:02.614702,Network,TCP,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:25bd:e70f,,2001:0db8:7071:a608:1ca3:7545:96fe:111b,,,TCP,2190697,878697,2025-09-17T14:18:02.614702,Network,TCP,3-Tier
XECHK,10.164.96.88,,10.164.104.42,,,HTTPS,2835134,4983289,2025-09-17T14:18:02.614702,Network,HTTPS,Web + API Headless
XECHK,10.165.241.181,,10.164.227.168,,,HTTP,449458,849612,2025-09-17T14:18:02.614702,Network,HTTP,Web + API Headless
XECHK,2001:0db8:52b6:004a:a5f7:fa2a:6145:693d,,2001:0db8:b9d8:9d72:7a99:1da8:87d0:d18d,,,ICMP,2494977,1992899,2025-09-17T14:18:02.614702,Network,ICMP,3-Tier
XECHK,10.164.144.13,,10.164.105.141,,,UDP,3027052,32207,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,10.164.169.23,,10.164.105.161,,,UDP,216086,1736247,2025-09-17T14:18:02.614702,Network,UDP,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:29f3:9568,,2001:0db8:7071:a608:1ca3:7545:3b23:f277,,,TLS,3334397,3950768,2025-09-17T14:18:02.614702,Network,TLS,3-Tier
XECHK,10.165.116.230,,10.164.106.24,,,HTTP,3112545,3199994,2025-09-17T14:18:02.614702,Network,HTTP,Web + API Headless
XECHK,10.164.145.48,,10.164.105.68,,,TLS,2253061,4733443,2025-09-17T14:18:02.614702,Network,TLS,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3183:4d60,,2001:0db8:e5fe:8e6f:0353:51be:b005:2be1,,,HTTPS,4947183,1908715,2025-09-17T14:18:02.614702,Network,HTTPS,Web + API Headless
XECHK,10.164.105.216,,10.164.104.134,,,HTTPS,3983315,4804475,2025-09-17T14:18:02.614702,Network,HTTPS,Web + API Headless
XECHK,10.164.101.122,,10.164.105.232,,,TCP,4791940,4335578,2025-09-17T14:18:02.615703,Network,TCP,3-Tier
XECHK,2001:0db8:e8f6:920c:d894:f92c:3d95:4b7e,,2001:0db8:97ea:6f76:1df1:1f35:5883:e5e8,,,UDP,1616903,1058724,2025-09-17T14:18:02.615703,Network,UDP,3-Tier
XECHK,10.164.174.109,,10.164.210.112,,,ICMP,4991821,2163507,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,10.164.145.234,,10.164.99.207,,,HTTPS,4631166,2735949,2025-09-17T14:18:02.615703,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:51e9:d825:2086:c500:654:ea93,,2001:0db8:80b9:05e0:3aa6:889d:399c:d6d5,,,HTTP,1243389,4753134,2025-09-17T14:18:02.615703,Network,HTTP,Web + API Headless
XECHK,10.164.199.237,,10.164.105.26,,,HTTPS,3446995,2215938,2025-09-17T14:18:02.615703,Network,HTTPS,Web + API Headless
XECHK,10.164.145.168,,10.164.105.156,,,UDP,3380590,1206923,2025-09-17T14:18:02.615703,Network,UDP,3-Tier
XECHK,2001:0db8:19ac:f41d:509b:1d1f:13db:cdae,,2001:0db8:2315:22cb:786c:cebb:a9b9:caa5,,,ICMP,413682,3986619,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,10.164.145.230,,10.164.105.87,,,TLS,2351918,4124200,2025-09-17T14:18:02.615703,Network,TLS,3-Tier
XECHK,10.164.144.249,,10.164.105.35,,,ICMP,2691838,2260258,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,2001:0db8:36cd:4f96:8b71:9042:2db7:d563,,2001:0db8:683d:8728:fa20:8092:e228:6039,,,UDP,4064147,4332927,2025-09-17T14:18:02.615703,Network,UDP,3-Tier
XECHK,10.164.202.211,,10.164.181.41,,,HTTPS,1138113,4398231,2025-09-17T14:18:02.615703,Network,HTTPS,Web + API Headless
XECHK,10.164.213.45,,10.100.160.52,,,UDP,3829168,424321,2025-09-17T14:18:02.615703,Network,UDP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:8c46:65f1,,2001:0db8:548b:87b5:d8a5:6c70:edae:bc98,,,HTTPS,1039320,256582,2025-09-17T14:18:02.615703,Network,HTTPS,Web + API Headless
XECHK,10.164.145.96,,10.164.222.115,,,HTTP,4625122,2934198,2025-09-17T14:18:02.615703,Network,HTTP,Web + API Headless
XECHK,10.164.145.42,,10.164.105.67,,,ICMP,2391535,230471,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,2001:0db8:cc48:bf30:e04e:e729:5368:196b,,2001:0db8:730b:20c8:ad19:0ac5:7154:6dbb,,,ICMP,1734385,2257436,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,10.164.199.132,,10.164.105.248,,,TCP,1110131,1453112,2025-09-17T14:18:02.615703,Network,TCP,3-Tier
XECHK,10.164.206.58,,10.100.160.242,,,ICMP,2310242,3555349,2025-09-17T14:18:02.615703,Network,ICMP,3-Tier
XECHK,2001:0db8:cc48:bf30:e04e:e729:eb01:b28a,,2001:0db8:730b:20c8:ad19:0ac5:6fb9:8105,,,HTTP,4367627,3331756,2025-09-17T14:18:02.615703,Network,HTTP,Web + API Headless
XECHK,10.164.144.2,,10.164.105.170,,,TLS,4981125,2371465,2025-09-17T14:18:02.617029,Network,TLS,3-Tier
XECHK,10.164.16.176,,10.164.105.87,,,ICMP,2322879,2190859,2025-09-17T14:18:02.617029,Network,ICMP,3-Tier
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:6070:98fb,,2001:0db8:a0dc:7a35:87fe:caa4:7b08:4cc3,,,TCP,3390023,2681079,2025-09-17T14:18:02.617029,Network,TCP,3-Tier
XECHK,10.164.127.185,,10.164.107.76,,,HTTP,296477,4890957,2025-09-17T14:18:02.617029,Network,HTTP,Web + API Headless
XECHK,10.164.145.88,,10.164.105.57,,,ICMP,3990956,3007491,2025-09-17T14:18:02.617029,Network,ICMP,3-Tier
XECHK,2001:0db8:d800:5df2:8e9d:ecdd:5708:99b3,,2001:0db8:e2e2:3221:19e6:078e:966a:5cbd,,,TCP,1073473,2169928,2025-09-17T14:18:02.617029,Network,TCP,3-Tier
XECHK,10.164.144.243,,10.164.105.86,,,UDP,1873610,2576217,2025-09-17T14:18:02.617029,Network,UDP,3-Tier
XECHK,10.164.77.202,,10.164.75.96,,,HTTP,3947346,450474,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:f1c6:2476,,2001:0db8:a0dc:7a35:87fe:caa4:3d58:639b,,,ICMP,4444807,2502989,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,10.164.77.14,,10.164.51.39,,,TLS,4776703,3838587,2025-09-17T14:18:02.617535,Network,TLS,3-Tier
XECHK,10.164.144.81,,10.164.105.47,,,HTTP,1483509,2629307,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:269:1db3,,2001:0db8:a0dc:7a35:87fe:caa4:8c0b:e773,,,UDP,1414567,4834377,2025-09-17T14:18:02.617535,Network,UDP,3-Tier
XECHK,10.164.144.126,,10.164.157.200,,,HTTP,3602349,3384109,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,10.164.77.248,,10.164.51.2,,,ICMP,118287,2703119,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,2001:0db8:d8de:8da9:1692:01d0:92c:6193,,2001:0db8:861f:52ba:e238:daf9:7f65:21c,,,UDP,2888815,2618219,2025-09-17T14:18:02.617535,Network,UDP,3-Tier
XECHK,10.164.144.27,,10.164.105.151,,,TCP,2501701,2439840,2025-09-17T14:18:02.617535,Network,TCP,3-Tier
XECHK,10.164.77.187,,10.164.105.135,,,ICMP,2875251,4112116,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:546b:6079,,2001:0db8:548b:87b5:d8a5:6c70:9ca:ce89,,,UDP,1100833,1771792,2025-09-17T14:18:02.617535,Network,UDP,3-Tier
XECHK,10.164.105.151,,10.100.160.32,,,ICMP,313627,3147542,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,10.164.145.198,,10.164.105.13,,,TCP,907121,165805,2025-09-17T14:18:02.617535,Network,TCP,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:d563:3b48,,2001:0db8:e5fe:8e6f:0353:51be:c2b0:e37d,,,TCP,2120322,3979724,2025-09-17T14:18:02.617535,Network,TCP,3-Tier
XECHK,10.164.144.53,,10.164.107.162,,,ICMP,4364870,2264932,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,10.164.144.108,,10.164.105.27,,,HTTPS,2371716,956606,2025-09-17T14:18:02.617535,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:65b5:fed7,,2001:0db8:6273:239c:1776:74af:86a7:6645,,,HTTPS,3002665,3437484,2025-09-17T14:18:02.617535,Network,HTTPS,Web + API Headless
XECHK,10.164.127.42,,10.164.238.234,,,HTTP,1967372,23168,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,10.164.28.172,,10.100.160.214,,,HTTP,755868,4292695,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:8304:33dc,,2001:0db8:c285:3184:b7cc:b01a:e9db:765a,,,TLS,3894840,420303,2025-09-17T14:18:02.617535,Network,TLS,3-Tier
XECHK,10.164.10.209,,10.164.205.219,,,ICMP,3573706,972448,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,10.164.144.218,,10.164.35.12,,,ICMP,1430560,2757206,2025-09-17T14:18:02.617535,Network,ICMP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:895f:e01c,,2001:0db8:548b:87b5:d8a5:6c70:bec8:2f97,,,TLS,955092,3362165,2025-09-17T14:18:02.617535,Network,TLS,3-Tier
XECHK,10.164.145.247,,10.164.105.214,,,HTTP,3538010,1399241,2025-09-17T14:18:02.617535,Network,HTTP,Web + API Headless
XECHK,10.164.144.34,,10.164.105.16,,,UDP,3490093,4955772,2025-09-17T14:18:02.617535,Network,UDP,3-Tier
XECHK,2001:0db8:ef1d:1bbc:3263:1f08:5cce:e056,,2001:0db8:37f2:7f4f:6218:6163:b79a:c26e,,,HTTPS,1096216,4052565,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,10.165.116.29,,10.164.66.113,,,ICMP,103884,4402691,2025-09-17T14:18:02.619059,Network,ICMP,3-Tier
XECHK,10.164.145.251,,10.164.105.224,,,HTTPS,799148,3631191,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:ea19:a1e1:2524:04c4:f6bf:7f45,,2001:0db8:2582:6d22:87c8:43d1:c50e:b106,,,UDP,457933,97884,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.144.130,,10.164.105.219,,,UDP,4124442,2689871,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.145.85,,10.164.105.13,,,HTTPS,3176442,3383132,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:7e45:8686:db5b:cc7e:eb0e:285c,,2001:0db8:46d3:fcae:2e8b:181f:e56d:e36c,,,TCP,3750479,2651516,2025-09-17T14:18:02.619059,Network,TCP,3-Tier
XECHK,10.164.144.252,,10.164.103.168,,,HTTP,4673753,4606374,2025-09-17T14:18:02.619059,Network,HTTP,Web + API Headless
XECHK,10.164.154.212,,10.100.160.247,,,TLS,4717387,1735394,2025-09-17T14:18:02.619059,Network,TLS,3-Tier
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:ae84:e994,,2001:0db8:a0dc:7a35:87fe:caa4:1bc9:ba08,,,UDP,2784988,4699085,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.165.116.184,,10.164.106.184,,,TCP,1860349,18629,2025-09-17T14:18:02.619059,Network,TCP,3-Tier
XECHK,10.164.145.91,,10.164.105.247,,,HTTPS,3136619,892095,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:6ff1:771f:0d96:65ce:fc1e:540c,,2001:0db8:e5fe:8e6f:0353:51be:d184:47e8,,,TCP,1643708,1573428,2025-09-17T14:18:02.619059,Network,TCP,3-Tier
XECHK,10.164.144.239,,10.164.105.56,,,UDP,2834992,904204,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.77.12,,10.164.105.215,,,TCP,3779306,3837047,2025-09-17T14:18:02.619059,Network,TCP,3-Tier
XECHK,2001:0db8:ea19:a1e1:2524:04c4:ff66:44ef,,2001:0db8:2582:6d22:87c8:43d1:18de:238,,,HTTPS,4908548,4051326,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,10.165.116.200,,10.164.106.46,,,UDP,1077144,868873,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.145.169,,10.164.105.226,,,HTTP,2082577,2295288,2025-09-17T14:18:02.619059,Network,HTTP,Web + API Headless
XECHK,2001:0db8:cc48:bf30:e04e:e729:969d:af8b,,2001:0db8:730b:20c8:ad19:0ac5:4449:e7db,,,UDP,4297638,2507665,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.145.183,,10.164.105.142,,,UDP,2437757,2896732,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.144.252,,10.164.105.250,,,HTTPS,2704531,968289,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:d8de:8da9:1692:01d0:f5f3:b458,,2001:0db8:861f:52ba:e238:daf9:9265:d5bf,,,HTTP,107326,4385176,2025-09-17T14:18:02.619059,Network,HTTP,Web + API Headless
XECHK,10.164.144.7,,10.164.105.14,,,UDP,1350223,2404505,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.145.38,,10.164.105.177,,,UDP,4539880,271205,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:3478:e7ba,,2001:0db8:548b:87b5:d8a5:6c70:c71c:72d8,,,UDP,2413087,394295,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.145.100,,10.164.105.202,,,TLS,451525,108960,2025-09-17T14:18:02.619059,Network,TLS,3-Tier
XECHK,10.164.145.52,,10.164.105.200,,,HTTP,3085036,4935933,2025-09-17T14:18:02.619059,Network,HTTP,Web + API Headless
XECHK,2001:0db8:5526:d015:f8a5:f674:6312:6497,,2001:0db8:1e05:544b:c208:011a:e5cb:969e,,,UDP,624891,1568673,2025-09-17T14:18:02.619059,Network,UDP,3-Tier
XECHK,10.164.144.189,,10.164.71.97,,,HTTPS,1091277,1350169,2025-09-17T14:18:02.619059,Network,HTTPS,Web + API Headless
XECHK,10.164.145.2,,10.164.105.182,,,TCP,2706616,426806,2025-09-17T14:18:02.620249,Network,TCP,3-Tier
XECHK,2001:0db8:d8de:8da9:1692:01d0:fb29:9a30,,2001:0db8:861f:52ba:e238:daf9:2550:b756,,,ICMP,4407533,1845375,2025-09-17T14:18:02.620249,Network,ICMP,3-Tier
XECHK,10.164.129.134,,10.164.105.41,,,HTTPS,771495,2931204,2025-09-17T14:18:02.620249,Network,HTTPS,Web + API Headless
XECHK,10.164.84.227,,10.164.105.85,,,UDP,4450347,3983590,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,2001:0db8:5526:d015:f8a5:f674:3abc:481,,2001:0db8:1e05:544b:c208:011a:e42e:b127,,,UDP,2045570,334714,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,10.164.145.98,,10.164.65.242,,,HTTPS,2372741,207446,2025-09-17T14:18:02.620249,Network,HTTPS,Web + API Headless
XECHK,10.165.116.211,,10.164.106.132,,,HTTP,368054,2486868,2025-09-17T14:18:02.620249,Network,HTTP,Web + API Headless
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:a400:6290,,2001:0db8:a0dc:7a35:87fe:caa4:3121:2a29,,,UDP,4513059,4473054,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,10.164.171.161,,10.100.160.162,,,ICMP,872001,1724726,2025-09-17T14:18:02.620249,Network,ICMP,3-Tier
XECHK,10.164.77.166,,10.164.105.19,,,UDP,3852460,2782830,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:2580:2ccf,,2001:0db8:e5fe:8e6f:0353:51be:5b21:1bc9,,,TLS,591111,4823333,2025-09-17T14:18:02.620249,Network,TLS,3-Tier
XECHK,10.164.99.234,,10.164.105.116,,,HTTP,141891,3267578,2025-09-17T14:18:02.620249,Network,HTTP,Web + API Headless
XECHK,10.164.184.137,,10.164.190.159,,,HTTPS,609124,3000806,2025-09-17T14:18:02.620249,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:d800:5df2:8e9d:ecdd:9465:3657,,2001:0db8:e2e2:3221:19e6:078e:2c4a:9a4a,,,TLS,3671693,3199728,2025-09-17T14:18:02.620249,Network,TLS,3-Tier
XECHK,10.164.145.211,,10.164.56.122,,,UDP,3280083,4578068,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,10.164.145.246,,10.164.105.77,,,ICMP,3130245,93734,2025-09-17T14:18:02.620249,Network,ICMP,3-Tier
XECHK,2001:0db8:5526:d015:f8a5:f674:3f18:4862,,2001:0db8:1e05:544b:c208:011a:293:1563,,,HTTPS,3305996,4506157,2025-09-17T14:18:02.620249,Network,HTTPS,Web + API Headless
XECHK,10.164.189.79,,10.164.104.232,,,UDP,4299803,1195200,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,10.164.213.48,,10.164.46.65,,,ICMP,4758995,456442,2025-09-17T14:18:02.620249,Network,ICMP,3-Tier
XECHK,2001:0db8:d8de:8da9:1692:01d0:2573:ec2a,,2001:0db8:861f:52ba:e238:daf9:227d:94d0,,,TLS,1656258,4870589,2025-09-17T14:18:02.620249,Network,TLS,3-Tier
XECHK,10.165.116.244,,10.164.106.33,,,UDP,2392103,585799,2025-09-17T14:18:02.620249,Network,UDP,3-Tier
XECHK,10.164.145.82,,10.164.105.85,,,TLS,4900572,1278581,2025-09-17T14:18:02.620249,Network,TLS,3-Tier
XECHK,2001:0db8:e8f6:920c:d894:f92c:a1f6:ba9e,,2001:0db8:97ea:6f76:1df1:1f35:5657:db4b,,,TCP,2065266,1858492,2025-09-17T14:18:02.620249,Network,TCP,3-Tier
XECHK,10.164.77.71,,10.164.105.35,,,TLS,3882853,3736133,2025-09-17T14:18:02.620249,Network,TLS,3-Tier
XECHK,10.164.145.199,,10.164.165.142,,,HTTPS,2354177,1174619,2025-09-17T14:18:02.620249,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:5526:d015:f8a5:f674:86c6:6492,,2001:0db8:1e05:544b:c208:011a:269a:2726,,,TCP,261876,4881451,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,10.164.145.197,,10.164.66.233,,,HTTPS,3960494,1247023,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,10.164.197.101,,10.164.105.151,,,TLS,3898395,4203925,2025-09-17T14:18:02.621241,Network,TLS,3-Tier
XECHK,2001:0db8:d800:5df2:8e9d:ecdd:cb27:2e5d,,2001:0db8:e2e2:3221:19e6:078e:56c:ba4c,,,ICMP,1391396,4313091,2025-09-17T14:18:02.621241,Network,ICMP,3-Tier
XECHK,10.164.144.115,,10.164.105.243,,,UDP,4056120,3009995,2025-09-17T14:18:02.621241,Network,UDP,3-Tier
XECHK,10.164.105.57,,10.164.94.60,,,UDP,1734746,4344536,2025-09-17T14:18:02.621241,Network,UDP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:f079:c6b4,,2001:0db8:548b:87b5:d8a5:6c70:17c6:e8c7,,,TCP,2718705,866114,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,10.165.116.163,,10.164.106.214,,,HTTPS,4783050,1458557,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,10.164.145.168,,10.164.105.151,,,TCP,2110659,3157074,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,2001:0db8:7e45:8686:db5b:cc7e:b4af:cfca,,2001:0db8:46d3:fcae:2e8b:181f:f945:b0a8,,,HTTP,55545,4209913,2025-09-17T14:18:02.621241,Network,HTTP,Web + API Headless
XECHK,10.164.19.113,,10.164.105.132,,,UDP,1568078,1320209,2025-09-17T14:18:02.621241,Network,UDP,3-Tier
XECHK,10.164.145.155,,10.164.105.31,,,HTTP,2770326,950953,2025-09-17T14:18:02.621241,Network,HTTP,Web + API Headless
XECHK,2001:0db8:ef1d:1bbc:3263:1f08:f542:f527,,2001:0db8:37f2:7f4f:6218:6163:528e:6be1,,,ICMP,188491,2044254,2025-09-17T14:18:02.621241,Network,ICMP,3-Tier
XECHK,10.164.105.33,,10.164.131.42,,,TCP,1232193,469223,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,10.164.144.67,,10.164.105.133,,,HTTPS,156396,2377989,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:e5fd:6ee5,,2001:0db8:c285:3184:b7cc:b01a:f69d:f15d,,,UDP,3445962,1197356,2025-09-17T14:18:02.621241,Network,UDP,3-Tier
XECHK,10.164.144.160,,10.164.175.68,,,TLS,4954478,577696,2025-09-17T14:18:02.621241,Network,TLS,3-Tier
XECHK,10.164.145.97,,10.164.133.28,,,HTTPS,3521695,1254810,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:19ac:f41d:509b:1d1f:5ad7:314e,,2001:0db8:2315:22cb:786c:cebb:13fc:f3a5,,,HTTPS,985999,781934,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,10.165.154.169,,10.164.106.139,,,ICMP,3619857,4379424,2025-09-17T14:18:02.621241,Network,ICMP,3-Tier
XECHK,10.164.77.95,,10.164.105.179,,,UDP,4044544,3198243,2025-09-17T14:18:02.621241,Network,UDP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:d9d9:3207,,2001:0db8:548b:87b5:d8a5:6c70:8250:448c,,,HTTP,1950659,703312,2025-09-17T14:18:02.621241,Network,HTTP,Web + API Headless
XECHK,10.164.145.154,,10.164.1.105,,,ICMP,59877,4848707,2025-09-17T14:18:02.621241,Network,ICMP,3-Tier
XECHK,10.165.116.31,,10.164.106.97,,,ICMP,2650175,3429841,2025-09-17T14:18:02.621241,Network,ICMP,3-Tier
XECHK,2001:0db8:2bda:f8d3:236f:4063:4f3f:3692,,2001:0db8:548b:87b5:d8a5:6c70:81dc:da26,,,TLS,3553291,4736997,2025-09-17T14:18:02.621241,Network,TLS,3-Tier
XECHK,10.164.174.157,,10.164.105.102,,,HTTP,4677374,4047432,2025-09-17T14:18:02.621241,Network,HTTP,Web + API Headless
XECHK,10.164.144.95,,10.164.78.124,,,HTTPS,3339954,1158402,2025-09-17T14:18:02.621241,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:ea19:a1e1:2524:04c4:75a4:3cf8,,2001:0db8:2582:6d22:87c8:43d1:52d6:e4a8,,,TCP,4264494,3360348,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,10.164.145.206,,10.164.105.179,,,TCP,3264238,44581,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,10.164.237.211,,10.164.104.154,,,TCP,1860543,3110990,2025-09-17T14:18:02.621241,Network,TCP,3-Tier
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:c4c6:1354,,2001:0db8:c285:3184:b7cc:b01a:92ac:cd21,,,ICMP,482234,1470480,2025-09-17T14:18:02.622747,Network,ICMP,3-Tier
XECHK,10.165.217.113,,10.164.106.169,,,HTTPS,1633852,282135,2025-09-17T14:18:02.622747,Network,HTTPS,Web + API Headless
XECHK,10.165.116.133,,10.164.9.158,,,TLS,2609,1320942,2025-09-17T14:18:02.622747,Network,TLS,3-Tier
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:cc82:8d47,,2001:0db8:c285:3184:b7cc:b01a:ca50:b4cd,,,HTTP,1680525,4343340,2025-09-17T14:18:02.622747,Network,HTTP,Web + API Headless
XECHK,10.164.105.189,,10.100.72.236,,,ICMP,4890191,2920234,2025-09-17T14:18:02.622747,Network,ICMP,3-Tier
